source,target,weight,shared_repositories
charlesdong1991,chris-b1,1,pandas-dev/pandas
charlesdong1991,cpcloud,1,pandas-dev/pandas
charlesdong1991,datapythonista,1,pandas-dev/pandas
charlesdong1991,dsaxton,1,pandas-dev/pandas
charlesdong1991,fangchenli,1,pandas-dev/pandas
charlesdong1991,gfyoung,1,pandas-dev/pandas
charlesdong1991,h-vetinari,1,pandas-dev/pandas
charlesdong1991,hayd,1,pandas-dev/pandas
charlesdong1991,jbrockmendel,1,pandas-dev/pandas
charlesdong1991,jorisvandenbossche,1,pandas-dev/pandas
charlesdong1991,jreback,1,pandas-dev/pandas
charlesdong1991,jschendel,1,pandas-dev/pandas
charlesdong1991,jseabold,1,pandas-dev/pandas
charlesdong1991,jtratner,1,pandas-dev/pandas
charlesdong1991,lithomas1,1,pandas-dev/pandas
charlesdong1991,lukemanley,1,pandas-dev/pandas
charlesdong1991,mroeschke,1,pandas-dev/pandas
charlesdong1991,mzeitlin11,1,pandas-dev/pandas
charlesdong1991,natmokval,1,pandas-dev/pandas
charlesdong1991,orbitfold,1,pandas-dev/pandas
charlesdong1991,phofl,1,pandas-dev/pandas
charlesdong1991,rhshadrach,1,pandas-dev/pandas
charlesdong1991,simonjayhawkins,1,pandas-dev/pandas
charlesdong1991,sinhrks,1,pandas-dev/pandas
charlesdong1991,toobaz,1,pandas-dev/pandas
charlesdong1991,topper-123,1,pandas-dev/pandas
charlesdong1991,tuhinsharma121,1,pandas-dev/pandas
charlesdong1991,twoertwein,1,pandas-dev/pandas
charlesdong1991,wesm,1,pandas-dev/pandas
chris-b1,cpcloud,1,pandas-dev/pandas
chris-b1,datapythonista,1,pandas-dev/pandas
chris-b1,dsaxton,1,pandas-dev/pandas
chris-b1,fangchenli,1,pandas-dev/pandas
chris-b1,gfyoung,1,pandas-dev/pandas
chris-b1,h-vetinari,1,pandas-dev/pandas
chris-b1,hayd,1,pandas-dev/pandas
chris-b1,jbrockmendel,1,pandas-dev/pandas
chris-b1,jorisvandenbossche,1,pandas-dev/pandas
chris-b1,jreback,1,pandas-dev/pandas
chris-b1,jschendel,1,pandas-dev/pandas
chris-b1,jseabold,1,pandas-dev/pandas
chris-b1,jtratner,1,pandas-dev/pandas
chris-b1,lithomas1,1,pandas-dev/pandas
chris-b1,lukemanley,1,pandas-dev/pandas
chris-b1,mroeschke,1,pandas-dev/pandas
chris-b1,mzeitlin11,1,pandas-dev/pandas
chris-b1,natmokval,1,pandas-dev/pandas
chris-b1,orbitfold,1,pandas-dev/pandas
chris-b1,phofl,1,pandas-dev/pandas
chris-b1,rhshadrach,1,pandas-dev/pandas
chris-b1,simonjayhawkins,1,pandas-dev/pandas
chris-b1,sinhrks,1,pandas-dev/pandas
chris-b1,toobaz,1,pandas-dev/pandas
chris-b1,topper-123,1,pandas-dev/pandas
chris-b1,tuhinsharma121,1,pandas-dev/pandas
chris-b1,twoertwein,1,pandas-dev/pandas
chris-b1,wesm,1,pandas-dev/pandas
cjerdonek,claudep,1,django/django
cjerdonek,felixxm,1,django/django
cjerdonek,freakboy3742,1,django/django
cjerdonek,gdub,1,django/django
cjerdonek,hramezani,1,django/django
cjerdonek,jacobian,1,django/django
cjerdonek,jacobtylerwalls,1,django/django
cjerdonek,jbronn,1,django/django
cjerdonek,jdufresne,1,django/django
cjerdonek,jezdez,1,django/django
cjerdonek,jphalip,1,django/django
cjerdonek,kmtracey,1,django/django
cjerdonek,loic,1,django/django
cjerdonek,malcolmt,1,django/django
cjerdonek,mjtamlyn,1,django/django
cjerdonek,nessita,1,django/django
cjerdonek,ngnpope,1,django/django
cjerdonek,ramiro,1,django/django
cjerdonek,sarahboyce,1,django/django
cjerdonek,sir-sigurd,1,django/django
cjerdonek,smithdc1,1,django/django
cjerdonek,spookylukey,1,django/django
cjerdonek,timgraham,1,django/django
cjerdonek,ubernostrum,1,django/django
claudep,felixxm,1,django/django
claudep,freakboy3742,1,django/django
claudep,gdub,1,django/django
claudep,hramezani,1,django/django
claudep,jacobian,1,django/django
claudep,jacobtylerwalls,1,django/django
claudep,jbronn,1,django/django
claudep,jdufresne,1,django/django
claudep,jezdez,1,django/django
claudep,jphalip,1,django/django
claudep,kmtracey,1,django/django
claudep,loic,1,django/django
claudep,malcolmt,1,django/django
claudep,mjtamlyn,1,django/django
claudep,nessita,1,django/django
claudep,ngnpope,1,django/django
claudep,ramiro,1,django/django
claudep,sarahboyce,1,django/django
claudep,sir-sigurd,1,django/django
claudep,smithdc1,1,django/django
claudep,spookylukey,1,django/django
claudep,timgraham,1,django/django
claudep,ubernostrum,1,django/django
clayw,cmarmo,1,scikit-learn/scikit-learn
clayw,glemaitre,1,scikit-learn/scikit-learn
clayw,glouppe,1,scikit-learn/scikit-learn
clayw,jakevdp,1,scikit-learn/scikit-learn
clayw,jeremiedbb,1,scikit-learn/scikit-learn
clayw,jjerphan,1,scikit-learn/scikit-learn
clayw,jnothman,1,scikit-learn/scikit-learn
clayw,kemaleren,1,scikit-learn/scikit-learn
clayw,larsmans,1,scikit-learn/scikit-learn
clayw,lesteve,1,scikit-learn/scikit-learn
clayw,lorentzenchr,1,scikit-learn/scikit-learn
clayw,lucyleeow,1,scikit-learn/scikit-learn
clayw,mblondel,1,scikit-learn/scikit-learn
clayw,oddskool,1,scikit-learn/scikit-learn
clayw,ogrisel,1,scikit-learn/scikit-learn
clayw,pprett,1,scikit-learn/scikit-learn
clayw,qinhanmin2014,1,scikit-learn/scikit-learn
clayw,raghavrv,1,scikit-learn/scikit-learn
clayw,robertlayton,1,scikit-learn/scikit-learn
clayw,rth,1,scikit-learn/scikit-learn
clayw,scikit-learn-bot,1,scikit-learn/scikit-learn
clayw,thomasjpfan,1,scikit-learn/scikit-learn
clayw,vene,1,scikit-learn/scikit-learn
clayw,weilinear,1,scikit-learn/scikit-learn
cmarmo,glemaitre,1,scikit-learn/scikit-learn
cmarmo,glouppe,1,scikit-learn/scikit-learn
cmarmo,jakevdp,1,scikit-learn/scikit-learn
cmarmo,jeremiedbb,1,scikit-learn/scikit-learn
cmarmo,jjerphan,1,scikit-learn/scikit-learn
cmarmo,jnothman,1,scikit-learn/scikit-learn
cmarmo,kemaleren,1,scikit-learn/scikit-learn
cmarmo,larsmans,1,scikit-learn/scikit-learn
cmarmo,lesteve,1,scikit-learn/scikit-learn
cmarmo,lorentzenchr,1,scikit-learn/scikit-learn
cmarmo,lucyleeow,1,scikit-learn/scikit-learn
cmarmo,mblondel,1,scikit-learn/scikit-learn
cmarmo,oddskool,1,scikit-learn/scikit-learn
cmarmo,ogrisel,1,scikit-learn/scikit-learn
cmarmo,pprett,1,scikit-learn/scikit-learn
cmarmo,qinhanmin2014,1,scikit-learn/scikit-learn
cmarmo,raghavrv,1,scikit-learn/scikit-learn
cmarmo,robertlayton,1,scikit-learn/scikit-learn
cmarmo,rth,1,scikit-learn/scikit-learn
cmarmo,scikit-learn-bot,1,scikit-learn/scikit-learn
cmarmo,thomasjpfan,1,scikit-learn/scikit-learn
cmarmo,vene,1,scikit-learn/scikit-learn
cmarmo,weilinear,1,scikit-learn/scikit-learn
cpcloud,datapythonista,1,pandas-dev/pandas
cpcloud,dsaxton,1,pandas-dev/pandas
cpcloud,fangchenli,1,pandas-dev/pandas
cpcloud,gfyoung,1,pandas-dev/pandas
cpcloud,h-vetinari,1,pandas-dev/pandas
cpcloud,hayd,1,pandas-dev/pandas
cpcloud,jbrockmendel,1,pandas-dev/pandas
cpcloud,jorisvandenbossche,1,pandas-dev/pandas
cpcloud,jreback,1,pandas-dev/pandas
cpcloud,jschendel,1,pandas-dev/pandas
cpcloud,jseabold,1,pandas-dev/pandas
cpcloud,jtratner,1,pandas-dev/pandas
cpcloud,lithomas1,1,pandas-dev/pandas
cpcloud,lukemanley,1,pandas-dev/pandas
cpcloud,mroeschke,1,pandas-dev/pandas
cpcloud,mzeitlin11,1,pandas-dev/pandas
cpcloud,natmokval,1,pandas-dev/pandas
cpcloud,orbitfold,1,pandas-dev/pandas
cpcloud,phofl,1,pandas-dev/pandas
cpcloud,rhshadrach,1,pandas-dev/pandas
cpcloud,simonjayhawkins,1,pandas-dev/pandas
cpcloud,sinhrks,1,pandas-dev/pandas
cpcloud,toobaz,1,pandas-dev/pandas
cpcloud,topper-123,1,pandas-dev/pandas
cpcloud,tuhinsharma121,1,pandas-dev/pandas
cpcloud,twoertwein,1,pandas-dev/pandas
cpcloud,wesm,1,pandas-dev/pandas
cvrebert,dag,1,pallets/flask
cvrebert,davidism,1,pallets/flask
cvrebert,dawranliou,1,pallets/flask
cvrebert,defuz,1,pallets/flask
cvrebert,dependabot-preview[bot],1,pallets/flask
cvrebert,dependabot[bot],1,pallets/flask
cvrebert,florentx,1,pallets/flask
cvrebert,flying-sheep,1,pallets/flask
cvrebert,garenchan,1,pallets/flask
cvrebert,greyli,1,pallets/flask
cvrebert,jab,1,pallets/flask
cvrebert,jeffwidman,1,pallets/flask
cvrebert,kennethreitz,1,pallets/flask
cvrebert,keyan,1,pallets/flask
cvrebert,lepture,1,pallets/flask
cvrebert,lord63,1,pallets/flask
cvrebert,methane,1,pallets/flask
cvrebert,miguelgrinberg,1,pallets/flask
cvrebert,mitsuhiko,1,pallets/flask
cvrebert,pgjones,1,pallets/flask
cvrebert,plaes,1,pallets/flask
cvrebert,pre-commit-ci[bot],1,pallets/flask
cvrebert,rduplain,1,pallets/flask
cvrebert,s3rvac,1,pallets/flask
cvrebert,tullyrankin,1,pallets/flask
cvrebert,untitaker,1,pallets/flask
cvrebert,vtbassmatt,1,pallets/flask
cvrebert,wgwz,1,pallets/flask
cvrebert,yuxiaoy1,1,pallets/flask
dag,davidism,1,pallets/flask
dag,dawranliou,1,pallets/flask
dag,defuz,1,pallets/flask
dag,dependabot-preview[bot],1,pallets/flask
dag,dependabot[bot],1,pallets/flask
dag,florentx,1,pallets/flask
dag,flying-sheep,1,pallets/flask
dag,garenchan,1,pallets/flask
dag,greyli,1,pallets/flask
dag,jab,1,pallets/flask
dag,jeffwidman,1,pallets/flask
dag,kennethreitz,1,pallets/flask
dag,keyan,1,pallets/flask
dag,lepture,1,pallets/flask
dag,lord63,1,pallets/flask
dag,methane,1,pallets/flask
dag,miguelgrinberg,1,pallets/flask
dag,mitsuhiko,1,pallets/flask
dag,pgjones,1,pallets/flask
dag,plaes,1,pallets/flask
dag,pre-commit-ci[bot],1,pallets/flask
dag,rduplain,1,pallets/flask
dag,s3rvac,1,pallets/flask
dag,tullyrankin,1,pallets/flask
dag,untitaker,1,pallets/flask
dag,vtbassmatt,1,pallets/flask
dag,wgwz,1,pallets/flask
dag,yuxiaoy1,1,pallets/flask
datapythonista,dsaxton,1,pandas-dev/pandas
datapythonista,fangchenli,1,pandas-dev/pandas
datapythonista,gfyoung,1,pandas-dev/pandas
datapythonista,h-vetinari,1,pandas-dev/pandas
datapythonista,hayd,1,pandas-dev/pandas
datapythonista,jbrockmendel,1,pandas-dev/pandas
datapythonista,jorisvandenbossche,1,pandas-dev/pandas
datapythonista,jreback,1,pandas-dev/pandas
datapythonista,jschendel,1,pandas-dev/pandas
datapythonista,jseabold,1,pandas-dev/pandas
datapythonista,jtratner,1,pandas-dev/pandas
datapythonista,lithomas1,1,pandas-dev/pandas
datapythonista,lukemanley,1,pandas-dev/pandas
datapythonista,mroeschke,1,pandas-dev/pandas
datapythonista,mzeitlin11,1,pandas-dev/pandas
datapythonista,natmokval,1,pandas-dev/pandas
datapythonista,orbitfold,1,pandas-dev/pandas
datapythonista,phofl,1,pandas-dev/pandas
datapythonista,rhshadrach,1,pandas-dev/pandas
datapythonista,simonjayhawkins,1,pandas-dev/pandas
datapythonista,sinhrks,1,pandas-dev/pandas
datapythonista,toobaz,1,pandas-dev/pandas
datapythonista,topper-123,1,pandas-dev/pandas
datapythonista,tuhinsharma121,1,pandas-dev/pandas
datapythonista,twoertwein,1,pandas-dev/pandas
datapythonista,wesm,1,pandas-dev/pandas
davidism,dawranliou,1,pallets/flask
davidism,defuz,1,pallets/flask
davidism,dependabot-preview[bot],1,pallets/flask
davidism,dependabot[bot],1,pallets/flask
davidism,florentx,1,pallets/flask
davidism,flying-sheep,1,pallets/flask
davidism,garenchan,1,pallets/flask
davidism,greyli,1,pallets/flask
davidism,jab,1,pallets/flask
davidism,jeffwidman,1,pallets/flask
davidism,kennethreitz,1,pallets/flask
davidism,keyan,1,pallets/flask
davidism,lepture,1,pallets/flask
davidism,lord63,1,pallets/flask
davidism,methane,1,pallets/flask
davidism,miguelgrinberg,1,pallets/flask
davidism,mitsuhiko,1,pallets/flask
davidism,pgjones,1,pallets/flask
davidism,plaes,1,pallets/flask
davidism,pre-commit-ci[bot],1,pallets/flask
davidism,rduplain,1,pallets/flask
davidism,s3rvac,1,pallets/flask
davidism,tullyrankin,1,pallets/flask
davidism,untitaker,1,pallets/flask
davidism,vtbassmatt,1,pallets/flask
davidism,wgwz,1,pallets/flask
davidism,yuxiaoy1,1,pallets/flask
dawranliou,defuz,1,pallets/flask
dawranliou,dependabot-preview[bot],1,pallets/flask
dawranliou,dependabot[bot],1,pallets/flask
dawranliou,florentx,1,pallets/flask
dawranliou,flying-sheep,1,pallets/flask
dawranliou,garenchan,1,pallets/flask
dawranliou,greyli,1,pallets/flask
dawranliou,jab,1,pallets/flask
dawranliou,jeffwidman,1,pallets/flask
dawranliou,kennethreitz,1,pallets/flask
dawranliou,keyan,1,pallets/flask
dawranliou,lepture,1,pallets/flask
dawranliou,lord63,1,pallets/flask
dawranliou,methane,1,pallets/flask
dawranliou,miguelgrinberg,1,pallets/flask
dawranliou,mitsuhiko,1,pallets/flask
dawranliou,pgjones,1,pallets/flask
dawranliou,plaes,1,pallets/flask
dawranliou,pre-commit-ci[bot],1,pallets/flask
dawranliou,rduplain,1,pallets/flask
dawranliou,s3rvac,1,pallets/flask
dawranliou,tullyrankin,1,pallets/flask
dawranliou,untitaker,1,pallets/flask
dawranliou,vtbassmatt,1,pallets/flask
dawranliou,wgwz,1,pallets/flask
dawranliou,yuxiaoy1,1,pallets/flask
defuz,dependabot-preview[bot],1,pallets/flask
defuz,dependabot[bot],1,pallets/flask
defuz,florentx,1,pallets/flask
defuz,flying-sheep,1,pallets/flask
defuz,garenchan,1,pallets/flask
defuz,greyli,1,pallets/flask
defuz,jab,1,pallets/flask
defuz,jeffwidman,1,pallets/flask
defuz,kennethreitz,1,pallets/flask
defuz,keyan,1,pallets/flask
defuz,lepture,1,pallets/flask
defuz,lord63,1,pallets/flask
defuz,methane,1,pallets/flask
defuz,miguelgrinberg,1,pallets/flask
defuz,mitsuhiko,1,pallets/flask
defuz,pgjones,1,pallets/flask
defuz,plaes,1,pallets/flask
defuz,pre-commit-ci[bot],1,pallets/flask
defuz,rduplain,1,pallets/flask
defuz,s3rvac,1,pallets/flask
defuz,tullyrankin,1,pallets/flask
defuz,untitaker,1,pallets/flask
defuz,vtbassmatt,1,pallets/flask
defuz,wgwz,1,pallets/flask
defuz,yuxiaoy1,1,pallets/flask
dependabot-preview[bot],dependabot[bot],1,pallets/flask
dependabot-preview[bot],florentx,1,pallets/flask
dependabot-preview[bot],flying-sheep,1,pallets/flask
dependabot-preview[bot],garenchan,1,pallets/flask
dependabot-preview[bot],greyli,1,pallets/flask
dependabot-preview[bot],jab,1,pallets/flask
dependabot-preview[bot],jeffwidman,1,pallets/flask
dependabot-preview[bot],kennethreitz,1,pallets/flask
dependabot-preview[bot],keyan,1,pallets/flask
dependabot-preview[bot],lepture,1,pallets/flask
dependabot-preview[bot],lord63,1,pallets/flask
dependabot-preview[bot],methane,1,pallets/flask
dependabot-preview[bot],miguelgrinberg,1,pallets/flask
dependabot-preview[bot],mitsuhiko,1,pallets/flask
dependabot-preview[bot],pgjones,1,pallets/flask
dependabot-preview[bot],plaes,1,pallets/flask
dependabot-preview[bot],pre-commit-ci[bot],1,pallets/flask
dependabot-preview[bot],rduplain,1,pallets/flask
dependabot-preview[bot],s3rvac,1,pallets/flask
dependabot-preview[bot],tullyrankin,1,pallets/flask
dependabot-preview[bot],untitaker,1,pallets/flask
dependabot-preview[bot],vtbassmatt,1,pallets/flask
dependabot-preview[bot],wgwz,1,pallets/flask
dependabot-preview[bot],yuxiaoy1,1,pallets/flask
dependabot[bot],dmontagu,1,fastapi/fastapi
dependabot[bot],estebanx64,1,fastapi/fastapi
dependabot[bot],euri10,1,fastapi/fastapi
dependabot[bot],florentx,1,pallets/flask
dependabot[bot],flying-sheep,1,pallets/flask
dependabot[bot],garenchan,1,pallets/flask
dependabot[bot],github-actions[bot],1,fastapi/fastapi
dependabot[bot],greyli,1,pallets/flask
dependabot[bot],handabaldeep,1,fastapi/fastapi
dependabot[bot],hard-coders,1,fastapi/fastapi
dependabot[bot],hasansezertasan,1,fastapi/fastapi
dependabot[bot],jab,1,pallets/flask
dependabot[bot],jaystone776,1,fastapi/fastapi
dependabot[bot],jeffwidman,1,pallets/flask
dependabot[bot],kantandane,1,fastapi/fastapi
dependabot[bot],kennethreitz,1,pallets/flask
dependabot[bot],keyan,1,pallets/flask
dependabot[bot],lepture,1,pallets/flask
dependabot[bot],lord63,1,pallets/flask
dependabot[bot],marcelomarkus,1,fastapi/fastapi
dependabot[bot],mariacamilagl,1,fastapi/fastapi
dependabot[bot],methane,1,pallets/flask
dependabot[bot],miguelgrinberg,1,pallets/flask
dependabot[bot],mitsuhiko,1,pallets/flask
dependabot[bot],nilslindemann,1,fastapi/fastapi
dependabot[bot],pablocm83,1,fastapi/fastapi
dependabot[bot],pgjones,1,pallets/flask
dependabot[bot],plaes,1,pallets/flask
dependabot[bot],rduplain,1,pallets/flask
dependabot[bot],s3rvac,1,pallets/flask
dependabot[bot],svlandeg,1,fastapi/fastapi
dependabot[bot],tiangolo,1,fastapi/fastapi
dependabot[bot],tokusumi,1,fastapi/fastapi
dependabot[bot],tullyrankin,1,pallets/flask
dependabot[bot],untitaker,1,pallets/flask
dependabot[bot],valentinDruzhinin,1,fastapi/fastapi
dependabot[bot],vishnuvskvkl,1,fastapi/fastapi
dependabot[bot],vtbassmatt,1,pallets/flask
dependabot[bot],waynerv,1,fastapi/fastapi
dependabot[bot],wgwz,1,pallets/flask
dependabot[bot],xzmeng,1,fastapi/fastapi
dependabot[bot],yuxiaoy1,1,pallets/flask
dependabot[bot],yychanlee,1,fastapi/fastapi
dependabot[bot],zhaohan-dong,1,fastapi/fastapi
dmontagu,estebanx64,1,fastapi/fastapi
dmontagu,euri10,1,fastapi/fastapi
dmontagu,github-actions[bot],1,fastapi/fastapi
dmontagu,handabaldeep,1,fastapi/fastapi
dmontagu,hard-coders,1,fastapi/fastapi
dmontagu,hasansezertasan,1,fastapi/fastapi
dmontagu,jaystone776,1,fastapi/fastapi
dmontagu,kantandane,1,fastapi/fastapi
dmontagu,marcelomarkus,1,fastapi/fastapi
dmontagu,mariacamilagl,1,fastapi/fastapi
dmontagu,nilslindemann,1,fastapi/fastapi
dmontagu,pablocm83,1,fastapi/fastapi
dmontagu,pre-commit-ci[bot],1,fastapi/fastapi
dmontagu,svlandeg,1,fastapi/fastapi
dmontagu,tiangolo,1,fastapi/fastapi
dmontagu,tokusumi,1,fastapi/fastapi
dmontagu,valentinDruzhinin,1,fastapi/fastapi
dmontagu,vishnuvskvkl,1,fastapi/fastapi
dmontagu,waynerv,1,fastapi/fastapi
dmontagu,xzmeng,1,fastapi/fastapi
dmontagu,yychanlee,1,fastapi/fastapi
dmontagu,zhaohan-dong,1,fastapi/fastapi
dsaxton,fangchenli,1,pandas-dev/pandas
dsaxton,gfyoung,1,pandas-dev/pandas
dsaxton,h-vetinari,1,pandas-dev/pandas
dsaxton,hayd,1,pandas-dev/pandas
dsaxton,jbrockmendel,1,pandas-dev/pandas
dsaxton,jorisvandenbossche,1,pandas-dev/pandas
dsaxton,jreback,1,pandas-dev/pandas
dsaxton,jschendel,1,pandas-dev/pandas
dsaxton,jseabold,1,pandas-dev/pandas
dsaxton,jtratner,1,pandas-dev/pandas
dsaxton,lithomas1,1,pandas-dev/pandas
dsaxton,lukemanley,1,pandas-dev/pandas
dsaxton,mroeschke,1,pandas-dev/pandas
dsaxton,mzeitlin11,1,pandas-dev/pandas
dsaxton,natmokval,1,pandas-dev/pandas
dsaxton,orbitfold,1,pandas-dev/pandas
dsaxton,phofl,1,pandas-dev/pandas
dsaxton,rhshadrach,1,pandas-dev/pandas
dsaxton,simonjayhawkins,1,pandas-dev/pandas
dsaxton,sinhrks,1,pandas-dev/pandas
dsaxton,toobaz,1,pandas-dev/pandas
dsaxton,topper-123,1,pandas-dev/pandas
dsaxton,tuhinsharma121,1,pandas-dev/pandas
dsaxton,twoertwein,1,pandas-dev/pandas
dsaxton,wesm,1,pandas-dev/pandas
estebanx64,euri10,1,fastapi/fastapi
estebanx64,github-actions[bot],1,fastapi/fastapi
estebanx64,handabaldeep,1,fastapi/fastapi
estebanx64,hard-coders,1,fastapi/fastapi
estebanx64,hasansezertasan,1,fastapi/fastapi
estebanx64,jaystone776,1,fastapi/fastapi
estebanx64,kantandane,1,fastapi/fastapi
estebanx64,marcelomarkus,1,fastapi/fastapi
estebanx64,mariacamilagl,1,fastapi/fastapi
estebanx64,nilslindemann,1,fastapi/fastapi
estebanx64,pablocm83,1,fastapi/fastapi
estebanx64,pre-commit-ci[bot],1,fastapi/fastapi
estebanx64,svlandeg,1,fastapi/fastapi
estebanx64,tiangolo,1,fastapi/fastapi
estebanx64,tokusumi,1,fastapi/fastapi
estebanx64,valentinDruzhinin,1,fastapi/fastapi
estebanx64,vishnuvskvkl,1,fastapi/fastapi
estebanx64,waynerv,1,fastapi/fastapi
estebanx64,xzmeng,1,fastapi/fastapi
estebanx64,yychanlee,1,fastapi/fastapi
estebanx64,zhaohan-dong,1,fastapi/fastapi
euri10,github-actions[bot],1,fastapi/fastapi
euri10,handabaldeep,1,fastapi/fastapi
euri10,hard-coders,1,fastapi/fastapi
euri10,hasansezertasan,1,fastapi/fastapi
euri10,jaystone776,1,fastapi/fastapi
euri10,kantandane,1,fastapi/fastapi
euri10,marcelomarkus,1,fastapi/fastapi
euri10,mariacamilagl,1,fastapi/fastapi
euri10,nilslindemann,1,fastapi/fastapi
euri10,pablocm83,1,fastapi/fastapi
euri10,pre-commit-ci[bot],1,fastapi/fastapi
euri10,svlandeg,1,fastapi/fastapi
euri10,tiangolo,1,fastapi/fastapi
euri10,tokusumi,1,fastapi/fastapi
euri10,valentinDruzhinin,1,fastapi/fastapi
euri10,vishnuvskvkl,1,fastapi/fastapi
euri10,waynerv,1,fastapi/fastapi
euri10,xzmeng,1,fastapi/fastapi
euri10,yychanlee,1,fastapi/fastapi
euri10,zhaohan-dong,1,fastapi/fastapi
fangchenli,gfyoung,1,pandas-dev/pandas
fangchenli,h-vetinari,1,pandas-dev/pandas
fangchenli,hayd,1,pandas-dev/pandas
fangchenli,jbrockmendel,1,pandas-dev/pandas
fangchenli,jorisvandenbossche,1,pandas-dev/pandas
fangchenli,jreback,1,pandas-dev/pandas
fangchenli,jschendel,1,pandas-dev/pandas
fangchenli,jseabold,1,pandas-dev/pandas
fangchenli,jtratner,1,pandas-dev/pandas
fangchenli,lithomas1,1,pandas-dev/pandas
fangchenli,lukemanley,1,pandas-dev/pandas
fangchenli,mroeschke,1,pandas-dev/pandas
fangchenli,mzeitlin11,1,pandas-dev/pandas
fangchenli,natmokval,1,pandas-dev/pandas
fangchenli,orbitfold,1,pandas-dev/pandas
fangchenli,phofl,1,pandas-dev/pandas
fangchenli,rhshadrach,1,pandas-dev/pandas
fangchenli,simonjayhawkins,1,pandas-dev/pandas
fangchenli,sinhrks,1,pandas-dev/pandas
fangchenli,toobaz,1,pandas-dev/pandas
fangchenli,topper-123,1,pandas-dev/pandas
fangchenli,tuhinsharma121,1,pandas-dev/pandas
fangchenli,twoertwein,1,pandas-dev/pandas
fangchenli,wesm,1,pandas-dev/pandas
felixxm,freakboy3742,1,django/django
felixxm,gdub,1,django/django
felixxm,hramezani,1,django/django
felixxm,jacobian,1,django/django
felixxm,jacobtylerwalls,1,django/django
felixxm,jbronn,1,django/django
felixxm,jdufresne,1,django/django
felixxm,jezdez,1,django/django
felixxm,jphalip,1,django/django
felixxm,kmtracey,1,django/django
felixxm,loic,1,django/django
felixxm,malcolmt,1,django/django
felixxm,mjtamlyn,1,django/django
felixxm,nessita,1,django/django
felixxm,ngnpope,1,django/django
felixxm,ramiro,1,django/django
felixxm,sarahboyce,1,django/django
felixxm,sir-sigurd,1,django/django
felixxm,smithdc1,1,django/django
felixxm,spookylukey,1,django/django
felixxm,timgraham,1,django/django
felixxm,ubernostrum,1,django/django
florentx,flying-sheep,1,pallets/flask
florentx,garenchan,1,pallets/flask
florentx,greyli,1,pallets/flask
florentx,jab,1,pallets/flask
florentx,jeffwidman,1,pallets/flask
florentx,kennethreitz,1,pallets/flask
florentx,keyan,1,pallets/flask
florentx,lepture,1,pallets/flask
florentx,lord63,1,pallets/flask
florentx,methane,1,pallets/flask
florentx,miguelgrinberg,1,pallets/flask
florentx,mitsuhiko,1,pallets/flask
florentx,pgjones,1,pallets/flask
florentx,plaes,1,pallets/flask
florentx,pre-commit-ci[bot],1,pallets/flask
florentx,rduplain,1,pallets/flask
florentx,s3rvac,1,pallets/flask
florentx,tullyrankin,1,pallets/flask
florentx,untitaker,1,pallets/flask
florentx,vtbassmatt,1,pallets/flask
florentx,wgwz,1,pallets/flask
florentx,yuxiaoy1,1,pallets/flask
flying-sheep,garenchan,1,pallets/flask
flying-sheep,greyli,1,pallets/flask
flying-sheep,jab,1,pallets/flask
flying-sheep,jeffwidman,1,pallets/flask
flying-sheep,kennethreitz,1,pallets/flask
flying-sheep,keyan,1,pallets/flask
flying-sheep,lepture,1,pallets/flask
flying-sheep,lord63,1,pallets/flask
flying-sheep,methane,1,pallets/flask
flying-sheep,miguelgrinberg,1,pallets/flask
flying-sheep,mitsuhiko,1,pallets/flask
flying-sheep,pgjones,1,pallets/flask
flying-sheep,plaes,1,pallets/flask
flying-sheep,pre-commit-ci[bot],1,pallets/flask
flying-sheep,rduplain,1,pallets/flask
flying-sheep,s3rvac,1,pallets/flask
flying-sheep,tullyrankin,1,pallets/flask
flying-sheep,untitaker,1,pallets/flask
flying-sheep,vtbassmatt,1,pallets/flask
flying-sheep,wgwz,1,pallets/flask
flying-sheep,yuxiaoy1,1,pallets/flask
freakboy3742,gdub,1,django/django
freakboy3742,hramezani,1,django/django
freakboy3742,jacobian,1,django/django
freakboy3742,jacobtylerwalls,1,django/django
freakboy3742,jbronn,1,django/django
freakboy3742,jdufresne,1,django/django
freakboy3742,jezdez,1,django/django
freakboy3742,jphalip,1,django/django
freakboy3742,kmtracey,1,django/django
freakboy3742,loic,1,django/django
freakboy3742,malcolmt,1,django/django
freakboy3742,mjtamlyn,1,django/django
freakboy3742,nessita,1,django/django
freakboy3742,ngnpope,1,django/django
freakboy3742,ramiro,1,django/django
freakboy3742,sarahboyce,1,django/django
freakboy3742,sir-sigurd,1,django/django
freakboy3742,smithdc1,1,django/django
freakboy3742,spookylukey,1,django/django
freakboy3742,timgraham,1,django/django
freakboy3742,ubernostrum,1,django/django
garenchan,greyli,1,pallets/flask
garenchan,jab,1,pallets/flask
garenchan,jeffwidman,1,pallets/flask
garenchan,kennethreitz,1,pallets/flask
garenchan,keyan,1,pallets/flask
garenchan,lepture,1,pallets/flask
garenchan,lord63,1,pallets/flask
garenchan,methane,1,pallets/flask
garenchan,miguelgrinberg,1,pallets/flask
garenchan,mitsuhiko,1,pallets/flask
garenchan,pgjones,1,pallets/flask
garenchan,plaes,1,pallets/flask
garenchan,pre-commit-ci[bot],1,pallets/flask
garenchan,rduplain,1,pallets/flask
garenchan,s3rvac,1,pallets/flask
